route_id,date,origin,destination,distance_km,avg_fare,currency,pax_boarded,load_factor,revenue,refunds_issued,is_govt_capped,cap_fare_limit,season_tag,cap_applied_flag
CCU-HYD,2025-11-02,CCU,HYD,651,6242.08,INR,115,0.62,717839.2,0,0,,NORMAL,False
BLR-AMD,2025-11-02,BLR,AMD,2044,15304.23,INR,165,0.89,2525197.95,0,0,,NORMAL,False
PNQ-JAI,2025-11-02,PNQ,JAI,464,5378.71,INR,171,0.92,919759.41,0,0,,NORMAL,False
PNQ-BOM,2025-11-02,PNQ,BOM,1832,12812.98,INR,182,0.98,2331962.36,0,0,,NORMAL,False
GOI-IXB,2025-11-02,GOI,IXB,1227,10978.79,INR,171,0.92,1877373.09,0,0,,NORMAL,False
COK-GOI,2025-11-02,COK,GOI,1917,13555.32,INR,138,0.74,1870634.16,0,0,,NORMAL,False
IXC-VNS,2025-11-02,IXC,VNS,1597,12964.83,INR,154,0.83,1996583.82,0,0,,NORMAL,False
PNQ-DEL,2025-11-02,PNQ,DEL,1741,13397.95,INR,175,0.94,2344641.25,0,0,,NORMAL,False
HYD-PNQ,2025-11-02,HYD,PNQ,1343,9691.89,INR,171,0.92,1657313.19,0,0,,NORMAL,False
BOM-MAA,2025-11-02,BOM,MAA,2521,17291.21,INR,168,0.9,2904923.28,0,0,,NORMAL,False
MAA-ATQ,2025-11-02,MAA,ATQ,1767,13150.88,INR,176,0.95,2314554.88,0,0,,NORMAL,False
IXB-CCU,2025-11-02,IXB,CCU,669,5970.37,INR,183,0.98,1092577.71,0,0,,NORMAL,False
IXC-PAT,2025-11-02,IXC,PAT,627,7614.56,INR,125,0.67,951820.0,0,0,,NORMAL,False
MAA-GAU,2025-11-02,MAA,GAU,312,5236.97,INR,121,0.65,633673.37,0,0,,NORMAL,False
BHO-IXC,2025-11-02,BHO,IXC,2007,14822.4,INR,84,0.45,1245081.6,0,0,,NORMAL,False
HYD-IXB,2025-11-02,HYD,IXB,2457,17917.26,INR,174,0.94,3117603.24,0,0,,NORMAL,False
CCU-PAT,2025-11-02,CCU,PAT,2287,13448.9,INR,169,0.91,2272864.1,0,0,,NORMAL,False
BLR-LKO,2025-11-02,BLR,LKO,322,4799.95,INR,85,0.46,407995.75,0,0,,NORMAL,False
BLR-BOM,2025-11-02,BLR,BOM,2545,16767.38,INR,94,0.51,1576133.72,0,0,,NORMAL,False
AMD-VNS,2025-11-02,AMD,VNS,1507,10412.93,INR,95,0.51,989228.35,0,0,,NORMAL,False
HYD-BLR,2025-11-02,HYD,BLR,2473,16612.98,INR,93,0.5,1545007.14,0,0,,NORMAL,False
IXB-HYD,2025-11-02,IXB,HYD,1248,10748.05,INR,138,0.74,1483230.9,0,0,,NORMAL,False
IXC-GOI,2025-11-02,IXC,GOI,1405,10426.24,INR,92,0.49,959214.08,0,0,,NORMAL,False
PAT-SXR,2025-11-02,PAT,SXR,1972,14275.54,INR,159,0.85,2269810.86,0,0,,NORMAL,False
PAT-JAI,2025-11-02,PAT,JAI,360,5274.97,INR,165,0.89,870370.05,0,0,,NORMAL,False
DEL-VNS,2025-11-02,DEL,VNS,1157,10389.15,INR,83,0.45,862299.45,0,0,,NORMAL,False
CCU-BOM,2025-11-02,CCU,BOM,497,5430.53,INR,172,0.92,934051.16,0,0,,NORMAL,False
PAT-GOI,2025-11-02,PAT,GOI,341,5114.77,INR,112,0.6,572854.24,0,0,,NORMAL,False
JAI-BHO,2025-11-02,JAI,BHO,1782,12242.36,INR,110,0.59,1346659.6,0,0,,NORMAL,False
ATQ-COK,2025-11-02,ATQ,COK,2518,13941.49,INR,101,0.54,1408090.49,0,0,,NORMAL,False
VNS-DEL,2025-11-02,VNS,DEL,1544,10644.27,INR,166,0.89,1766948.82,0,0,,NORMAL,False
COK-BHO,2025-11-02,COK,BHO,1812,14057.85,INR,149,0.8,2094619.65,0,0,,NORMAL,False
VNS-GOI,2025-11-02,VNS,GOI,2432,13424.68,INR,155,0.83,2080825.4,0,0,,NORMAL,False
PNQ-VNS,2025-11-02,PNQ,VNS,1089,7793.45,INR,95,0.51,740377.75,0,0,,NORMAL,False
CCU-PNQ,2025-11-02,CCU,PNQ,726,7968.22,INR,100,0.54,796822.0,0,0,,NORMAL,False
SXR-COK,2025-11-02,SXR,COK,1775,11116.63,INR,158,0.85,1756427.54,0,0,,NORMAL,False
PAT-LKO,2025-11-02,PAT,LKO,2376,16512.33,INR,90,0.48,1486109.7,0,0,,NORMAL,False
PAT-COK,2025-11-02,PAT,COK,670,6164.87,INR,94,0.51,579497.78,0,0,,NORMAL,False
LKO-PAT,2025-11-02,LKO,PAT,2607,15745.09,INR,82,0.44,1291097.38,0,0,,NORMAL,False
CCU-DEL,2025-11-02,CCU,DEL,771,6385.69,INR,155,0.83,989781.95,0,0,,NORMAL,False
GOI-SXR,2025-11-02,GOI,SXR,2499,15443.47,INR,158,0.85,2440068.26,0,0,,NORMAL,False
GAU-PNQ,2025-11-02,GAU,PNQ,626,5842.0,INR,142,0.76,829564.0,0,0,,NORMAL,False
HYD-LKO,2025-11-02,HYD,LKO,1102,9313.45,INR,137,0.74,1275942.65,0,0,,NORMAL,False
IXB-VNS,2025-11-02,IXB,VNS,1093,10013.47,INR,137,0.74,1371845.39,0,0,,NORMAL,False
DEL-IXB,2025-11-02,DEL,IXB,615,6947.23,INR,172,0.92,1194923.56,0,0,,NORMAL,False
JAI-PAT,2025-11-02,JAI,PAT,1112,9946.22,INR,103,0.55,1024460.66,0,0,,NORMAL,False
IXC-CCU,2025-11-02,IXC,CCU,1852,12042.43,INR,147,0.79,1770237.21,0,0,,NORMAL,False
MAA-SXR,2025-11-02,MAA,SXR,801,7479.22,INR,166,0.89,1241550.52,0,0,,NORMAL,False
GAU-CCU,2025-11-02,GAU,CCU,1865,14627.01,INR,153,0.82,2237932.53,0,0,,NORMAL,False
IXB-PNQ,2025-11-02,IXB,PNQ,1419,11871.81,INR,159,0.85,1887617.79,0,0,,NORMAL,False
HYD-AMD,2025-11-02,HYD,AMD,2715,15550.9,INR,141,0.76,2192676.9,0,0,,NORMAL,False
COK-BOM,2025-11-02,COK,BOM,1229,10310.6,INR,99,0.53,1020749.4,0,0,,NORMAL,False
PAT-BHO,2025-11-02,PAT,BHO,879,8942.58,INR,171,0.92,1529181.18,0,0,,NORMAL,False
DEL-ATQ,2025-11-02,DEL,ATQ,597,5552.35,INR,126,0.68,699596.1,0,0,,NORMAL,False
IXC-BHO,2025-11-02,IXC,BHO,803,8484.69,INR,175,0.94,1484820.75,0,0,,NORMAL,False
MAA-DEL,2025-11-02,MAA,DEL,2306,14893.04,INR,173,0.93,2576495.92,0,0,,NORMAL,False
AMD-CCU,2025-11-02,AMD,CCU,2073,14989.27,INR,178,0.96,2668090.06,0,0,,NORMAL,False
LKO-HYD,2025-11-02,LKO,HYD,679,6444.62,INR,139,0.75,895802.18,0,0,,NORMAL,False
JAI-PNQ,2025-11-02,JAI,PNQ,904,8404.55,INR,168,0.9,1411964.4,0,0,,NORMAL,False
JAI-COK,2025-11-02,JAI,COK,703,7814.18,INR,109,0.59,851745.62,0,0,,NORMAL,False
JAI-VNS,2025-11-02,JAI,VNS,1819,10884.74,INR,184,0.99,2002792.16,0,0,,NORMAL,False
GAU-PAT,2025-11-02,GAU,PAT,2777,17582.91,INR,155,0.83,2725351.05,0,0,,NORMAL,False
BHO-DEL,2025-11-02,BHO,DEL,1567,10177.63,INR,131,0.7,1333269.53,0,0,,NORMAL,False
GAU-COK,2025-11-02,GAU,COK,434,5404.58,INR,141,0.76,762045.78,0,0,,NORMAL,False
IXC-GAU,2025-11-02,IXC,GAU,844,7612.65,INR,162,0.87,1233249.3,0,0,,NORMAL,False
JAI-GAU,2025-11-02,JAI,GAU,1883,11429.4,INR,179,0.96,2045862.6,0,0,,NORMAL,False
JAI-MAA,2025-11-02,JAI,MAA,2579,15671.32,INR,106,0.57,1661159.92,0,0,,NORMAL,False
VNS-PNQ,2025-11-02,VNS,PNQ,2641,16091.79,INR,174,0.94,2799971.46,0,0,,NORMAL,False
LKO-AMD,2025-11-02,LKO,AMD,1960,11651.42,INR,173,0.93,2015695.66,0,0,,NORMAL,False
CCU-AMD,2025-11-02,CCU,AMD,1031,9001.93,INR,83,0.45,747160.19,0,0,,NORMAL,False
BLR-ATQ,2025-11-02,BLR,ATQ,1892,11088.95,INR,167,0.9,1851854.65,0,0,,NORMAL,False
JAI-AMD,2025-11-02,JAI,AMD,1299,8586.55,INR,139,0.75,1193530.45,0,0,,NORMAL,False
MAA-HYD,2025-11-02,MAA,HYD,1939,13530.6,INR,93,0.5,1258345.8,0,0,,NORMAL,False
COK-DEL,2025-11-02,COK,DEL,2027,14433.59,INR,101,0.54,1457792.59,0,0,,NORMAL,False
VNS-CCU,2025-11-02,VNS,CCU,759,6385.95,INR,134,0.72,855717.3,0,0,,NORMAL,False
BLR-DEL,2025-11-02,BLR,DEL,1493,10272.25,INR,81,0.44,832052.25,0,0,,NORMAL,False
GOI-BOM,2025-11-02,GOI,BOM,459,5960.23,INR,102,0.55,607943.46,0,0,,NORMAL,False
MAA-LKO,2025-11-02,MAA,LKO,1596,11146.79,INR,86,0.46,958623.94,0,0,,NORMAL,False
IXB-BHO,2025-11-02,IXB,BHO,632,5994.78,INR,169,0.91,1013117.82,0,0,,NORMAL,False
HYD-BHO,2025-11-02,HYD,BHO,1696,12027.94,INR,116,0.62,1395241.04,0,0,,NORMAL,False
SXR-VNS,2025-11-02,SXR,VNS,336,5718.83,INR,82,0.44,468944.06,0,0,,NORMAL,False
AMD-IXC,2025-11-02,AMD,IXC,412,5149.81,INR,146,0.78,751872.26,0,0,,NORMAL,False
BOM-AMD,2025-11-02,BOM,AMD,2555,14087.13,INR,133,0.72,1873588.29,0,0,,NORMAL,False
IXC-HYD,2025-11-02,IXC,HYD,1015,7914.33,INR,96,0.52,759775.68,0,0,,NORMAL,False
SXR-PAT,2025-11-02,SXR,PAT,2439,14859.63,INR,117,0.63,1738576.71,0,0,,NORMAL,False
BLR-HYD,2025-11-02,BLR,HYD,432,6003.55,INR,114,0.61,684404.7,0,0,,NORMAL,False
GOI-ATQ,2025-11-02,GOI,ATQ,933,7902.58,INR,102,0.55,806063.16,0,0,,NORMAL,False
DEL-COK,2025-11-02,DEL,COK,1877,13097.06,INR,108,0.58,1414482.48,0,0,,NORMAL,False
CCU-BLR,2025-11-02,CCU,BLR,2491,15106.7,INR,162,0.87,2447285.4,0,0,,NORMAL,False
SXR-HYD,2025-11-02,SXR,HYD,1205,8831.95,INR,80,0.43,706556.0,0,0,,NORMAL,False
BHO-VNS,2025-11-02,BHO,VNS,1345,9063.79,INR,185,0.99,1676801.15,0,0,,NORMAL,False
IXB-GAU,2025-11-02,IXB,GAU,1941,12950.93,INR,91,0.49,1178534.63,0,0,,NORMAL,False
ATQ-MAA,2025-11-02,ATQ,MAA,2011,11846.46,INR,139,0.75,1646657.94,0,0,,NORMAL,False
PAT-ATQ,2025-11-02,PAT,ATQ,2374,13782.52,INR,133,0.72,1833075.16,0,0,,NORMAL,False
PNQ-CCU,2025-11-02,PNQ,CCU,2129,14465.69,INR,100,0.54,1446569.0,0,0,,NORMAL,False
CCU-GAU,2025-11-02,CCU,GAU,1171,9482.79,INR,127,0.68,1204314.33,0,0,,NORMAL,False
PAT-GAU,2025-11-02,PAT,GAU,2759,15471.8,INR,145,0.78,2243411.0,0,0,,NORMAL,False
ATQ-BHO,2025-11-02,ATQ,BHO,2417,15436.72,INR,87,0.47,1342994.64,0,0,,NORMAL,False
PNQ-LKO,2025-11-02,PNQ,LKO,383,4811.98,INR,82,0.44,394582.36,0,0,,NORMAL,False
GOI-CCU,2025-11-02,GOI,CCU,773,7839.17,INR,98,0.53,768238.66,0,0,,NORMAL,False
BHO-PAT,2025-11-02,BHO,PAT,498,6704.86,INR,140,0.75,938680.4,0,0,,NORMAL,False
CCU-BHO,2025-11-02,CCU,BHO,1084,8807.65,INR,121,0.65,1065725.65,0,0,,NORMAL,False
LKO-SXR,2025-11-02,LKO,SXR,1109,9934.67,INR,85,0.46,844446.95,0,0,,NORMAL,False
DEL-BOM,2025-11-02,DEL,BOM,533,6802.24,INR,105,0.56,714235.2,0,0,,NORMAL,False
IXC-COK,2025-11-02,IXC,COK,1015,8976.32,INR,178,0.96,1597784.96,0,0,,NORMAL,False
VNS-PAT,2025-11-02,VNS,PAT,1113,7953.67,INR,121,0.65,962394.07,0,0,,NORMAL,False
CCU-JAI,2025-11-02,CCU,JAI,470,5699.87,INR,144,0.77,820781.28,0,0,,NORMAL,False
ATQ-GAU,2025-11-02,ATQ,GAU,1271,9071.25,INR,98,0.53,888982.5,0,0,,NORMAL,False
IXC-DEL,2025-11-02,IXC,DEL,1421,11615.93,INR,144,0.77,1672693.92,0,0,,NORMAL,False
GOI-COK,2025-11-02,GOI,COK,326,4473.55,INR,137,0.74,612876.35,0,0,,NORMAL,False
VNS-BHO,2025-11-02,VNS,BHO,1427,11050.08,INR,106,0.57,1171308.48,0,0,,NORMAL,False
AMD-LKO,2025-11-02,AMD,LKO,692,6605.92,INR,94,0.51,620956.48,0,0,,NORMAL,False
SXR-LKO,2025-11-02,SXR,LKO,1872,14263.95,INR,111,0.6,1583298.45,0,0,,NORMAL,False
CCU-COK,2025-11-02,CCU,COK,1835,14544.67,INR,115,0.62,1672637.05,0,0,,NORMAL,False
JAI-GOI,2025-11-02,JAI,GOI,1452,12317.67,INR,95,0.51,1170178.65,0,0,,NORMAL,False
BOM-PAT,2025-11-02,BOM,PAT,2660,17602.01,INR,117,0.63,2059435.17,0,0,,NORMAL,False
BLR-MAA,2025-11-02,BLR,MAA,493,6095.81,INR,179,0.96,1091149.99,0,0,,NORMAL,False
DEL-HYD,2025-11-02,DEL,HYD,2286,14856.59,INR,135,0.73,2005639.65,0,0,,NORMAL,False
BLR-PAT,2025-11-02,BLR,PAT,1128,10018.38,INR,139,0.75,1392554.82,0,0,,NORMAL,False
LKO-BLR,2025-11-02,LKO,BLR,2337,13524.68,INR,167,0.9,2258621.56,0,0,,NORMAL,False
IXC-JAI,2025-11-02,IXC,JAI,2683,14775.85,INR,137,0.74,2024291.45,0,0,,NORMAL,False
IXB-MAA,2025-11-02,IXB,MAA,2427,17206.08,INR,142,0.76,2443263.36,0,0,,NORMAL,False
PNQ-AMD,2025-11-02,PNQ,AMD,2089,15169.52,INR,109,0.59,1653477.68,0,0,,NORMAL,False
DEL-CCU,2025-11-02,DEL,CCU,508,5452.89,INR,96,0.52,523477.44,0,0,,NORMAL,False
LKO-BOM,2025-11-02,LKO,BOM,612,6670.17,INR,94,0.51,626995.98,0,0,,NORMAL,False
GOI-HYD,2025-11-02,GOI,HYD,2651,18186.53,INR,93,0.5,1691347.29,0,0,,NORMAL,False
VNS-MAA,2025-11-02,VNS,MAA,1633,10243.39,INR,158,0.85,1618455.62,0,0,,NORMAL,False
VNS-IXC,2025-11-02,VNS,IXC,2631,15598.8,INR,176,0.95,2745388.8,0,0,,NORMAL,False
VNS-SXR,2025-11-02,VNS,SXR,323,5460.86,INR,86,0.46,469633.96,0,0,,NORMAL,False
HYD-MAA,2025-11-02,HYD,MAA,1137,10072.13,INR,182,0.98,1833127.66,0,0,,NORMAL,False
PNQ-GAU,2025-11-02,PNQ,GAU,892,7397.94,INR,89,0.48,658416.66,0,0,,NORMAL,False
DEL-GOI,2025-11-02,DEL,GOI,2607,17138.04,INR,90,0.48,1542423.6,0,0,,NORMAL,False
AMD-DEL,2025-11-02,AMD,DEL,1035,7719.72,INR,97,0.52,748812.84,0,0,,NORMAL,False
COK-VNS,2025-11-02,COK,VNS,2512,15529.17,INR,84,0.45,1304450.28,0,0,,NORMAL,False
ATQ-SXR,2025-11-02,ATQ,SXR,1172,8160.22,INR,85,0.46,693618.7,0,0,,NORMAL,False
PAT-IXB,2025-11-02,PAT,IXB,2537,17356.49,INR,129,0.69,2238987.21,0,0,,NORMAL,False
PAT-AMD,2025-11-02,PAT,AMD,1119,7951.0,INR,147,0.79,1168797.0,0,0,,NORMAL,False
HYD-GOI,2025-11-02,HYD,GOI,762,8147.83,INR,97,0.52,790339.51,0,0,,NORMAL,False
GAU-LKO,2025-11-02,GAU,LKO,1651,13109.85,INR,176,0.95,2307333.6,0,0,,NORMAL,False
CCU-SXR,2025-11-02,CCU,SXR,1275,10172.79,INR,114,0.61,1159698.06,0,0,,NORMAL,False
BHO-LKO,2025-11-02,BHO,LKO,2356,17456.7,INR,134,0.72,2339197.8,0,0,,NORMAL,False
GOI-PAT,2025-11-02,GOI,PAT,2584,17841.09,INR,167,0.9,2979462.03,0,0,,NORMAL,False
PAT-PNQ,2025-11-02,PAT,PNQ,984,7978.09,INR,145,0.78,1156823.05,0,0,,NORMAL,False
BOM-IXC,2025-11-02,BOM,IXC,361,5747.23,INR,161,0.87,925304.03,0,0,,NORMAL,False
BHO-ATQ,2025-11-02,BHO,ATQ,2398,16191.26,INR,109,0.59,1764847.34,0,0,,NORMAL,False
VNS-GAU,2025-11-02,VNS,GAU,1499,11457.5,INR,108,0.58,1237410.0,0,0,,NORMAL,False
SXR-GAU,2025-11-02,SXR,GAU,1231,8347.37,INR,119,0.64,993337.03,0,0,,NORMAL,False
BLR-JAI,2025-11-02,BLR,JAI,1574,12796.43,INR,165,0.89,2111410.95,0,0,,NORMAL,False
PNQ-IXB,2025-11-02,PNQ,IXB,2799,16849.13,INR,145,0.78,2443123.85,0,0,,NORMAL,False
COK-LKO,2025-11-02,COK,LKO,1656,13304.39,INR,153,0.82,2035571.67,0,0,,NORMAL,False
HYD-DEL,2025-11-02,HYD,DEL,1094,8718.87,INR,171,0.92,1490926.77,0,0,,NORMAL,False
COK-AMD,2025-11-02,COK,AMD,434,5727.67,INR,167,0.9,956520.89,0,0,,NORMAL,False
HYD-ATQ,2025-11-02,HYD,ATQ,1212,8392.5,INR,94,0.51,788895.0,0,0,,NORMAL,False
BLR-CCU,2025-11-02,BLR,CCU,2695,15894.73,INR,168,0.9,2670314.64,0,0,,NORMAL,False
JAI-ATQ,2025-11-02,JAI,ATQ,618,7391.85,INR,149,0.8,1101385.65,0,0,,NORMAL,False
ATQ-PNQ,2025-11-02,ATQ,PNQ,1620,12671.09,INR,97,0.52,1229095.73,0,0,,NORMAL,False
IXB-PAT,2025-11-02,IXB,PAT,2186,13881.09,INR,170,0.91,2359785.3,0,0,,NORMAL,False
BHO-GOI,2025-11-02,BHO,GOI,1890,12274.02,INR,102,0.55,1251950.04,0,0,,NORMAL,False
ATQ-AMD,2025-11-02,ATQ,AMD,430,5524.36,INR,178,0.96,983336.08,0,0,,NORMAL,False
SXR-CCU,2025-11-02,SXR,CCU,1797,13814.36,INR,144,0.77,1989267.84,0,0,,NORMAL,False
SXR-GOI,2025-11-02,SXR,GOI,544,6899.62,INR,106,0.57,731359.72,0,0,,NORMAL,False
MAA-AMD,2025-11-02,MAA,AMD,510,6450.16,INR,90,0.48,580514.4,0,0,,NORMAL,False
IXB-BOM,2025-11-02,IXB,BOM,1113,8074.87,INR,158,0.85,1275829.46,0,0,,NORMAL,False
BOM-PNQ,2025-11-02,BOM,PNQ,1449,9594.57,INR,81,0.44,777160.17,0,0,,NORMAL,False
BOM-IXB,2025-11-02,BOM,IXB,2481,16201.44,INR,163,0.88,2640834.72,0,0,,NORMAL,False
HYD-VNS,2025-11-03,HYD,VNS,2008,13802.55,INR,95,0.51,1311242.25,0,0,,NORMAL,False
BHO-COK,2025-11-03,BHO,COK,2601,18930.73,INR,160,0.86,3028916.8,0,0,,NORMAL,False
HYD-BOM,2025-11-03,HYD,BOM,692,6482.97,INR,98,0.53,635331.06,0,0,,NORMAL,False
GAU-MAA,2025-11-03,GAU,MAA,2476,16167.08,INR,82,0.44,1325700.56,0,0,,NORMAL,False
IXC-LKO,2025-11-03,IXC,LKO,902,7213.97,INR,119,0.64,858462.43,0,0,,NORMAL,False
VNS-PNQ,2025-11-03,VNS,PNQ,2796,15743.02,INR,83,0.45,1306670.66,0,0,,NORMAL,False
DEL-PAT,2025-11-03,DEL,PAT,1092,8335.25,INR,137,0.74,1141929.25,0,0,,NORMAL,False
LKO-JAI,2025-11-03,LKO,JAI,2402,14084.16,INR,184,0.99,2591485.44,0,0,,NORMAL,False
BLR-PAT,2025-11-03,BLR,PAT,724,7929.81,INR,184,0.99,1459085.04,0,0,,NORMAL,False
IXB-GOI,2025-11-03,IXB,GOI,448,6206.39,INR,119,0.64,738560.41,0,0,,NORMAL,False
MAA-GAU,2025-11-03,MAA,GAU,1357,10903.48,INR,166,0.89,1809977.68,0,0,,NORMAL,False
CCU-VNS,2025-11-03,CCU,VNS,2005,15258.92,INR,183,0.98,2792382.36,0,0,,NORMAL,False
CCU-GOI,2025-11-03,CCU,GOI,1359,9594.12,INR,95,0.51,911441.4,0,0,,NORMAL,False
HYD-IXC,2025-11-03,HYD,IXC,2180,14237.39,INR,94,0.51,1338314.66,0,0,,NORMAL,False
PNQ-VNS,2025-11-03,PNQ,VNS,1140,10052.18,INR,116,0.62,1166052.88,0,0,,NORMAL,False
CCU-BLR,2025-11-03,CCU,BLR,348,4618.48,INR,168,0.9,775904.64,0,0,,NORMAL,False
VNS-MAA,2025-11-03,VNS,MAA,1871,11302.57,INR,129,0.69,1458031.53,0,0,,NORMAL,False
COK-BHO,2025-11-03,COK,BHO,2103,12850.21,INR,122,0.66,1567725.62,0,0,,NORMAL,False
HYD-COK,2025-11-03,HYD,COK,2164,12702.32,INR,140,0.75,1778324.8,0,0,,NORMAL,False
CCU-SXR,2025-11-03,CCU,SXR,1224,9795.04,INR,148,0.8,1449665.92,0,0,,NORMAL,False
AMD-BLR,2025-11-03,AMD,BLR,1775,13638.66,INR,153,0.82,2086714.98,0,0,,NORMAL,False
BOM-COK,2025-11-03,BOM,COK,1183,9163.67,INR,148,0.8,1356223.16,0,0,,NORMAL,False
IXC-CCU,2025-11-03,IXC,CCU,887,8183.57,INR,144,0.77,1178434.08,0,0,,NORMAL,False
SXR-AMD,2025-11-03,SXR,AMD,1581,12281.55,INR,182,0.98,2235242.1,0,0,,NORMAL,False
CCU-LKO,2025-11-03,CCU,LKO,1786,13234.74,INR,178,0.96,2355783.72,0,0,,NORMAL,False
COK-BLR,2025-11-03,COK,BLR,2366,14786.31,INR,142,0.76,2099656.02,0,0,,NORMAL,False
BLR-DEL,2025-11-03,BLR,DEL,512,6947.7,INR,175,0.94,1215847.5,0,0,,NORMAL,False
VNS-BLR,2025-11-03,VNS,BLR,1694,11363.41,INR,100,0.54,1136341.0,0,0,,NORMAL,False
GOI-LKO,2025-11-03,GOI,LKO,1169,9824.62,INR,97,0.52,952988.14,0,0,,NORMAL,False
COK-PAT,2025-11-03,COK,PAT,639,6889.58,INR,154,0.83,1060995.32,0,0,,NORMAL,False
IXB-PAT,2025-11-03,IXB,PAT,2176,15015.29,INR,118,0.63,1771804.22,0,0,,NORMAL,False
MAA-IXB,2025-11-03,MAA,IXB,2239,12979.97,INR,179,0.96,2323414.63,0,0,,NORMAL,False
LKO-GOI,2025-11-03,LKO,GOI,2092,15712.78,INR,146,0.78,2294065.88,0,0,,NORMAL,False
SXR-COK,2025-11-03,SXR,COK,896,7616.32,INR,84,0.45,639770.88,0,0,,NORMAL,False
GAU-BHO,2025-11-03,GAU,BHO,2099,15972.94,INR,135,0.73,2156346.9,0,0,,NORMAL,False
VNS-ATQ,2025-11-03,VNS,ATQ,1196,9261.17,INR,177,0.95,1639227.09,0,0,,NORMAL,False
ATQ-IXC,2025-11-03,ATQ,IXC,1974,13692.9,INR,152,0.82,2081320.8,0,0,,NORMAL,False
IXB-ATQ,2025-11-03,IXB,ATQ,1857,12718.83,INR,139,0.75,1767917.37,0,0,,NORMAL,False
MAA-JAI,2025-11-03,MAA,JAI,759,6967.51,INR,80,0.43,557400.8,0,0,,NORMAL,False
BHO-CCU,2025-11-03,BHO,CCU,1744,11559.19,INR,180,0.97,2080654.2,0,0,,NORMAL,False
LKO-AMD,2025-11-03,LKO,AMD,1379,11073.81,INR,181,0.97,2004359.61,0,0,,NORMAL,False
SXR-DEL,2025-11-03,SXR,DEL,2319,15557.12,INR,119,0.64,1851297.28,0,0,,NORMAL,False
SXR-GOI,2025-11-03,SXR,GOI,842,8838.65,INR,131,0.7,1157863.15,0,0,,NORMAL,False
IXB-SXR,2025-11-03,IXB,SXR,772,8099.29,INR,136,0.73,1101503.44,0,0,,NORMAL,False
BLR-VNS,2025-11-03,BLR,VNS,2258,15264.09,INR,84,0.45,1282183.56,0,0,,NORMAL,False
BHO-LKO,2025-11-03,BHO,LKO,1203,8363.1,INR,129,0.69,1078839.9,0,0,,NORMAL,False
LKO-IXB,2025-11-03,LKO,IXB,1013,9374.38,INR,141,0.76,1321787.58,0,0,,NORMAL,False
AMD-BHO,2025-11-03,AMD,BHO,1500,11879.93,INR,81,0.44,962274.33,0,0,,NORMAL,False
PAT-PNQ,2025-11-03,PAT,PNQ,745,6493.62,INR,172,0.92,1116902.64,0,0,,NORMAL,False
GAU-LKO,2025-11-03,GAU,LKO,2114,14692.85,INR,137,0.74,2012920.45,0,0,,NORMAL,False
GAU-CCU,2025-11-03,GAU,CCU,1906,11953.97,INR,174,0.94,2079990.78,0,0,,NORMAL,False
PNQ-DEL,2025-11-03,PNQ,DEL,1506,11242.18,INR,167,0.9,1877444.06,0,0,,NORMAL,False
IXB-IXC,2025-11-03,IXB,IXC,2612,17037.54,INR,165,0.89,2811194.1,0,0,,NORMAL,False
PNQ-PAT,2025-11-03,PNQ,PAT,340,5303.61,INR,104,0.56,551575.44,0,0,,NORMAL,False
PAT-BHO,2025-11-03,PAT,BHO,2224,15635.51,INR,135,0.73,2110793.85,0,0,,NORMAL,False
HYD-JAI,2025-11-03,HYD,JAI,2749,17551.01,INR,98,0.53,1719998.98,0,0,,NORMAL,False
GAU-HYD,2025-11-03,GAU,HYD,2495,15758.25,INR,96,0.52,1512792.0,0,0,,NORMAL,False
CCU-JAI,2025-11-03,CCU,JAI,2037,13852.25,INR,185,0.99,2562666.25,0,0,,NORMAL,False
VNS-CCU,2025-11-03,VNS,CCU,1167,9411.7,INR,126,0.68,1185874.2,0,0,,NORMAL,False
PAT-MAA,2025-11-03,PAT,MAA,1930,15024.89,INR,82,0.44,1232040.98,0,0,,NORMAL,False
AMD-COK,2025-11-03,AMD,COK,1321,10829.92,INR,111,0.6,1202121.12,0,0,,NORMAL,False
COK-CCU,2025-11-03,COK,CCU,923,8312.81,INR,140,0.75,1163793.4,0,0,,NORMAL,False
VNS-GOI,2025-11-03,VNS,GOI,1115,9495.67,INR,108,0.58,1025532.36,0,0,,NORMAL,False
LKO-GAU,2025-11-03,LKO,GAU,908,7554.6,INR,92,0.49,695023.2,0,0,,NORMAL,False
JAI-AMD,2025-11-03,JAI,AMD,829,7337.49,INR,157,0.84,1151985.93,0,0,,NORMAL,False
DEL-GOI,2025-11-03,DEL,GOI,2186,12957.24,INR,181,0.97,2345260.44,0,0,,NORMAL,False
PAT-GOI,2025-11-03,PAT,GOI,2709,15426.51,INR,129,0.69,1990019.79,0,0,,NORMAL,False
PNQ-GOI,2025-11-03,PNQ,GOI,2472,17101.78,INR,144,0.77,2462656.32,0,0,,NORMAL,False
GOI-ATQ,2025-11-03,GOI,ATQ,2359,15166.91,INR,144,0.77,2184035.04,0,0,,NORMAL,False
LKO-HYD,2025-11-03,LKO,HYD,2380,13368.69,INR,100,0.54,1336869.0,0,0,,NORMAL,False
HYD-AMD,2025-11-03,HYD,AMD,1988,14985.55,INR,148,0.8,2217861.4,0,0,,NORMAL,False
BHO-SXR,2025-11-03,BHO,SXR,2526,16024.79,INR,83,0.45,1330057.57,0,0,,NORMAL,False
