staff_code,week_number,year,fdtl_phase,night_landings,night_landing_limit,actual_rest_hrs,required_rest_hrs,compliant,reported_by,verified
SC10055,47,2025,Phase_II,3,2,30.0,48,NO,HR System,False
SC10055,48,2025,Phase_II,4,2,68.1,48,NO,Ops Control,True
SC10055,49,2025,Phase_II,0,2,40.7,48,NO,Manual Entry,False
SC10055,50,2025,Phase_II,2,2,30.9,48,NO,HR System,True
SC10056,44,2025,Phase_I,6,6,48.3,36,YES,HR System,False
SC10056,45,2025,Phase_II,1,2,31.1,48,NO,Ops Control,True
SC10056,46,2025,Phase_II,0,2,71.5,48,YES,HR System,
SC10056,47,2025,Phase_II,1,2,60.3,48,YES,Manual Entry,True
SC10056,48,2025,Phase_II,0,2,63.5,48,YES,Manual Entry,True
SC10056,49,2025,Phase_II,0,2,28.3,48,NO,HR System,True
SC10056,50,2025,Phase_II,3,2,52.6,48,NO,HR System,True
SC10057,44,2025,Phase_I,6,6,64.5,36,YES,Manual Entry,
SC10057,45,2025,Phase_II,1,2,32.9,48,NO,Ops Control,False
SC10057,46,2025,Phase_II,7,2,43.6,48,NO,HR System,True
SC10057,47,2025,Phase_II,1,2,61.5,48,YES,HR System,False
SC10057,48,2025,Phase_II,6,2,63.9,48,NO,Manual Entry,False
SC10057,49,2025,Phase_II,3,2,48.1,48,NO,Ops Control,False
SC10057,50,2025,Phase_II,0,2,42.6,48,NO,Ops Control,False
SC10058,44,2025,Phase_I,4,6,44.9,36,YES,HR System,True
SC10058,45,2025,Phase_II,2,2,59.4,48,YES,HR System,
SC10058,46,2025,Phase_II,6,2,32.0,48,NO,Manual Entry,True
SC10058,47,2025,Phase_II,6,2,32.6,48,NO,Manual Entry,True
SC10058,48,2025,Phase_II,2,2,37.9,48,NO,HR System,False
SC10058,49,2025,Phase_II,4,2,41.3,48,NO,Ops Control,
SC10058,50,2025,Phase_II,1,2,70.3,48,YES,HR System,True
SC10059,44,2025,Phase_I,0,6,59.6,36,YES,Ops Control,True
SC10059,45,2025,Phase_II,3,2,41.8,48,NO,Manual Entry,
SC10059,46,2025,Phase_II,4,2,65.0,48,NO,Manual Entry,False
SC10059,47,2025,Phase_II,5,2,39.1,48,NO,Ops Control,
SC10059,48,2025,Phase_II,4,2,51.2,48,NO,HR System,False
SC10059,49,2025,Phase_II,4,2,56.2,48,NO,Manual Entry,False
SC10059,50,2025,Phase_II,3,2,45.3,48,NO,Ops Control,True
SC10060,44,2025,Phase_I,3,6,52.2,36,YES,Ops Control,
SC10060,45,2025,Phase_II,5,2,43.8,48,NO,Ops Control,True
SC10060,46,2025,Phase_II,0,2,65.8,48,YES,Manual Entry,
SC10060,47,2025,Phase_II,2,2,42.4,48,NO,HR System,True
SC10060,48,2025,Phase_II,3,2,70.7,48,YES,Ops Control,False
SC10060,49,2025,Phase_II,2,2,55.9,48,YES,HR System,True
SC10060,50,2025,Phase_II,0,2,58.6,48,YES,Manual Entry,
SC10061,44,2025,Phase_I,1,6,70.8,36,YES,Ops Control,
SC10061,45,2025,Phase_II,1,2,56.2,48,YES,Manual Entry,False
SC10061,46,2025,Phase_II,7,2,49.5,48,NO,Manual Entry,True
SC10061,47,2025,Phase_II,6,2,42.2,48,NO,HR System,True
SC10061,48,2025,Phase_II,4,2,39.5,48,NO,Ops Control,True
SC10061,49,2025,Phase_II,7,2,29.2,48,NO,Manual Entry,True
SC10061,50,2025,Phase_II,7,2,41.1,48,NO,Ops Control,True
SC10062,44,2025,Phase_I,5,6,30.0,36,NO,Manual Entry,False
SC10062,45,2025,Phase_II,1,2,64.1,48,YES,Manual Entry,True
SC10062,46,2025,Phase_II,1,2,36.4,48,YES,HR System,True
SC10062,47,2025,Phase_II,4,2,48.9,48,NO,HR System,False
SC10062,48,2025,Phase_II,0,2,55.4,48,YES,HR System,
SC10062,49,2025,Phase_II,6,2,70.8,48,NO,Ops Control,False
SC10062,50,2025,Phase_II,1,2,62.5,48,YES,HR System,True
SC10063,44,2025,Phase_I,8,6,35.1,36,NO,Manual Entry,True
SC10063,45,2025,Phase_II,5,2,70.8,48,NO,Manual Entry,False
SC10063,46,2025,Phase_II,2,2,41.6,48,NO,Ops Control,False
SC10063,47,2025,Phase_II,4,2,47.7,48,NO,Manual Entry,
SC10063,48,2025,Phase_II,7,2,54.1,48,NO,HR System,False
SC10063,49,2025,Phase_II,3,2,33.4,48,NO,Ops Control,True
SC10063,50,2025,Phase_II,6,2,63.8,48,NO,Manual Entry,True
SC10064,44,2025,Phase_I,3,6,35.0,36,NO,HR System,False
SC10064,45,2025,Phase_II,6,2,46.3,48,NO,Ops Control,
SC10064,46,2025,Phase_II,5,2,43.5,48,NO,Manual Entry,True
SC10064,47,2025,Phase_II,5,2,42.0,48,NO,Ops Control,False
SC10064,48,2025,Phase_II,4,2,52.4,48,NO,HR System,False
SC10064,49,2025,Phase_II,6,2,50.3,48,NO,Ops Control,True
SC10064,50,2025,Phase_II,5,2,53.1,48,NO,HR System,True
SC10065,44,2025,Phase_I,4,6,56.8,36,YES,Ops Control,False
SC10065,45,2025,Phase_II,6,2,64.5,48,NO,HR System,True
SC10065,46,2025,Phase_II,4,2,42.9,48,NO,Manual Entry,
SC10065,47,2025,Phase_II,4,2,39.3,48,NO,Ops Control,
SC10065,48,2025,Phase_II,4,2,55.3,48,NO,Manual Entry,True
SC10065,49,2025,Phase_II,5,2,70.2,48,NO,Manual Entry,
SC10065,50,2025,Phase_II,5,2,36.7,48,NO,Ops Control,False
SC10066,44,2025,Phase_I,1,6,47.1,36,YES,HR System,False
SC10066,45,2025,Phase_II,2,2,49.2,48,YES,HR System,True
SC10066,46,2025,Phase_II,2,2,57.9,48,YES,Ops Control,True
SC10066,47,2025,Phase_II,1,2,44.2,48,NO,Manual Entry,
SC10066,48,2025,Phase_II,5,2,31.0,48,NO,Ops Control,
SC10066,49,2025,Phase_II,5,2,49.0,48,NO,Manual Entry,
SC10066,50,2025,Phase_II,3,2,70.3,48,NO,Ops Control,True
SC10067,44,2025,Phase_I,4,6,64.4,36,YES,Ops Control,False
SC10067,45,2025,Phase_II,2,2,43.5,48,NO,HR System,False
SC10067,46,2025,Phase_II,5,2,35.0,48,NO,Manual Entry,False
SC10067,47,2025,Phase_II,2,2,68.2,48,YES,Ops Control,
SC10067,48,2025,Phase_II,8,2,63.7,48,NO,Ops Control,
SC10067,49,2025,Phase_II,2,2,47.7,48,NO,HR System,True
SC10067,50,2025,Phase_II,3,2,56.1,48,NO,HR System,
SC10068,44,2025,Phase_I,0,6,32.3,36,YES,Ops Control,False
SC10068,45,2025,Phase_II,3,2,57.1,48,NO,Ops Control,False
SC10068,46,2025,Phase_II,6,2,41.8,48,NO,Ops Control,True
SC10068,47,2025,Phase_II,2,2,33.0,48,NO,Ops Control,
SC10068,48,2025,Phase_II,2,2,48.8,48,YES,Ops Control,True
SC10068,49,2025,Phase_II,6,2,33.9,48,NO,Manual Entry,
SC10068,50,2025,Phase_II,5,2,55.4,48,NO,Manual Entry,True
SC10069,44,2025,Phase_I,3,6,33.4,36,NO,Ops Control,True
SC10069,45,2025,Phase_II,6,2,71.4,48,NO,HR System,False
SC10069,46,2025,Phase_II,2,2,41.8,48,NO,Ops Control,False
SC10069,47,2025,Phase_II,4,2,71.8,48,NO,HR System,False
SC10069,48,2025,Phase_II,2,2,59.0,48,YES,Manual Entry,False
SC10069,49,2025,Phase_II,3,2,36.5,48,NO,HR System,
SC10069,50,2025,Phase_II,4,2,29.1,48,NO,Ops Control,True
SC10070,44,2025,Phase_I,0,6,62.5,36,YES,Ops Control,
SC10070,45,2025,Phase_II,2,2,43.2,48,NO,Ops Control,
SC10070,46,2025,Phase_II,0,2,32.4,48,NO,Ops Control,
SC10070,47,2025,Phase_II,3,2,50.2,48,NO,Ops Control,
SC10070,48,2025,Phase_II,4,2,65.2,48,NO,Manual Entry,False
SC10070,49,2025,Phase_II,4,2,66.4,48,NO,HR System,False
SC10070,50,2025,Phase_II,0,2,40.3,48,NO,HR System,
SC10071,44,2025,Phase_I,0,6,64.5,36,YES,HR System,
SC10071,45,2025,Phase_II,1,2,59.0,48,YES,Ops Control,
SC10071,46,2025,Phase_II,5,2,42.2,48,NO,HR System,False
SC10071,47,2025,Phase_II,6,2,56.9,48,NO,Manual Entry,
SC10071,48,2025,Phase_II,3,2,31.3,48,NO,Ops Control,False
SC10071,49,2025,Phase_II,0,2,66.1,48,YES,Ops Control,True
SC10071,50,2025,Phase_II,5,2,45.1,48,NO,Ops Control,False
SC10072,44,2025,Phase_I,5,6,62.8,36,YES,Ops Control,False
SC10072,45,2025,Phase_II,0,2,58.9,48,YES,Ops Control,True
SC10072,46,2025,Phase_II,6,2,56.2,48,NO,Manual Entry,False
SC10072,47,2025,Phase_II,5,2,60.2,48,NO,Manual Entry,False
SC10072,48,2025,Phase_II,5,2,49.2,48,NO,Manual Entry,
SC10072,49,2025,Phase_II,6,2,41.9,48,NO,Ops Control,True
SC10072,50,2025,Phase_II,1,2,68.4,48,YES,HR System,False
SC10073,44,2025,Phase_I,3,6,61.2,36,YES,Manual Entry,
SC10073,45,2025,Phase_II,6,2,58.8,48,NO,HR System,False
SC10073,46,2025,Phase_II,6,2,61.1,48,NO,Ops Control,
SC10073,47,2025,Phase_II,2,2,61.3,48,YES,Ops Control,True
SC10073,48,2025,Phase_II,7,2,41.8,48,NO,HR System,True
SC10073,49,2025,Phase_II,3,2,48.9,48,NO,Manual Entry,True
SC10073,50,2025,Phase_II,8,2,68.8,48,NO,Ops Control,True
SC10074,44,2025,Phase_I,3,6,32.5,36,NO,HR System,False
SC10074,45,2025,Phase_II,1,2,43.1,48,NO,Manual Entry,
SC10074,46,2025,Phase_II,4,2,68.0,48,NO,Ops Control,True
SC10074,47,2025,Phase_II,1,2,28.8,48,NO,Ops Control,True
SC10074,48,2025,Phase_II,1,2,31.4,48,NO,Manual Entry,True
SC10074,49,2025,Phase_II,8,2,45.4,48,NO,Manual Entry,True
SC10074,50,2025,Phase_II,0,2,63.6,48,YES,Ops Control,True
SC10075,44,2025,Phase_I,3,6,41.2,36,YES,Manual Entry,True
SC10075,45,2025,Phase_II,0,2,63.4,48,YES,HR System,
SC10075,46,2025,Phase_II,1,2,52.1,48,YES,HR System,False
SC10075,47,2025,Phase_II,1,2,33.9,48,NO,Manual Entry,True
SC10075,48,2025,Phase_II,6,2,70.3,48,NO,Ops Control,True
SC10075,49,2025,Phase_II,6,2,39.6,48,NO,Manual Entry,True
SC10075,50,2025,Phase_II,0,2,44.4,48,NO,HR System,
SC10076,44,2025,Phase_I,3,6,68.0,36,YES,Manual Entry,True
SC10076,45,2025,Phase_II,3,2,49.2,48,NO,Manual Entry,False
SC10076,46,2025,Phase_II,2,2,49.3,48,YES,Manual Entry,
SC10076,47,2025,Phase_II,3,2,55.9,48,NO,HR System,True
SC10076,48,2025,Phase_II,3,2,63.8,48,NO,Ops Control,False
SC10076,49,2025,Phase_II,2,2,61.9,48,YES,HR System,False
SC10076,50,2025,Phase_II,3,2,32.8,48,NO,HR System,
SC10077,44,2025,Phase_I,4,6,71.1,36,YES,Manual Entry,
SC10077,45,2025,Phase_II,6,2,44.4,48,NO,Ops Control,
SC10077,46,2025,Phase_II,1,2,32.7,48,NO,Manual Entry,
SC10077,47,2025,Phase_II,7,2,70.9,48,YES,Ops Control,False
SC10077,48,2025,Phase_II,2,2,43.7,48,NO,Ops Control,True
SC10077,49,2025,Phase_II,2,2,69.8,48,YES,Manual Entry,True
SC10077,50,2025,Phase_II,5,2,61.1,48,NO,HR System,
SC10078,44,2025,Phase_I,5,6,43.9,36,YES,HR System,False
SC10078,45,2025,Phase_II,7,2,38.4,48,NO,HR System,False
SC10078,46,2025,Phase_II,1,2,69.2,48,YES,Ops Control,True
SC10078,47,2025,Phase_II,3,2,58.3,48,YES,Manual Entry,
SC10078,48,2025,Phase_II,4,2,70.2,48,NO,Manual Entry,
SC10078,49,2025,Phase_II,5,2,71.9,48,NO,Manual Entry,False
SC10078,50,2025,Phase_II,2,2,69.5,48,YES,HR System,False
SC10079,44,2025,Phase_I,5,6,62.9,36,YES,Manual Entry,False
SC10079,45,2025,Phase_II,5,2,49.0,48,NO,Manual Entry,
SC10079,46,2025,Phase_II,3,2,34.3,48,NO,Manual Entry,
SC10079,47,2025,Phase_II,5,2,69.0,48,NO,Ops Control,True
SC10079,48,2025,Phase_II,0,2,33.2,48,NO,Ops Control,False
SC10079,49,2025,Phase_II,3,2,48.1,48,NO,HR System,False
SC10079,50,2025,Phase_II,3,2,43.9,48,NO,Manual Entry,
SC10080,44,2025,Phase_I,7,6,68.9,36,NO,Manual Entry,True
SC10080,45,2025,Phase_II,2,2,44.5,48,NO,Manual Entry,False
SC10080,46,2025,Phase_II,7,2,71.3,48,NO,HR System,False
SC10080,47,2025,Phase_II,4,2,71.5,48,NO,HR System,False
SC10080,48,2025,Phase_II,1,2,49.2,48,YES,Manual Entry,False
SC10080,49,2025,Phase_II,3,2,67.8,48,NO,Manual Entry,True
SC10080,50,2025,Phase_II,3,2,68.5,48,NO,Ops Control,False
SC10081,44,2025,Phase_I,0,6,69.6,36,YES,Manual Entry,False
SC10081,45,2025,Phase_II,6,2,57.0,48,NO,HR System,
SC10081,46,2025,Phase_II,1,2,58.0,48,YES,Manual Entry,False
SC10081,47,2025,Phase_II,4,2,33.6,48,NO,Ops Control,True
SC10081,48,2025,Phase_II,8,2,30.1,48,NO,Ops Control,True
SC10081,49,2025,Phase_II,1,2,37.2,48,NO,Manual Entry,False
SC10081,50,2025,Phase_II,7,2,35.2,48,NO,HR System,False
SC10082,44,2025,Phase_I,4,6,39.1,36,YES,Ops Control,
SC10082,45,2025,Phase_II,6,2,69.2,48,NO,Manual Entry,True
SC10082,46,2025,Phase_II,8,2,63.0,48,NO,Manual Entry,False
SC10082,47,2025,Phase_II,2,2,36.6,48,NO,Manual Entry,False
SC10082,48,2025,Phase_II,6,2,65.7,48,NO,Manual Entry,False
SC10082,49,2025,Phase_II,5,2,29.6,48,NO,Ops Control,False
SC10082,50,2025,Phase_II,1,2,47.6,48,NO,HR System,True
SC10083,44,2025,Phase_I,1,6,54.6,36,YES,Ops Control,True
SC10083,45,2025,Phase_II,6,2,70.5,48,NO,Ops Control,False
SC10083,46,2025,Phase_II,6,2,40.7,48,NO,Ops Control,False
SC10083,47,2025,Phase_II,5,2,46.4,48,NO,HR System,False
SC10083,48,2025,Phase_II,8,2,39.2,48,NO,Ops Control,False
SC10083,49,2025,Phase_II,5,2,66.0,48,NO,HR System,False
SC10083,50,2025,Phase_II,1,2,30.6,48,NO,Ops Control,
SC10084,44,2025,Phase_I,4,6,52.9,36,YES,HR System,
SC10084,45,2025,Phase_II,7,2,67.3,48,NO,Ops Control,
SC10084,46,2025,Phase_II,2,2,40.7,48,NO,Manual Entry,
SC10084,47,2025,Phase_II,0,2,46.8,48,NO,Manual Entry,False
SC10084,48,2025,Phase_II,2,2,61.8,48,YES,Manual Entry,False
SC10084,49,2025,Phase_II,1,2,39.5,48,NO,Manual Entry,True
SC10084,50,2025,Phase_II,1,2,72.0,48,YES,Manual Entry,False
SC10085,44,2025,Phase_I,3,6,31.4,36,NO,Manual Entry,
SC10085,45,2025,Phase_II,4,2,58.6,48,NO,HR System,False
SC10085,46,2025,Phase_II,6,2,62.0,48,NO,HR System,
SC10085,47,2025,Phase_II,5,2,36.5,48,NO,HR System,True
SC10085,48,2025,Phase_II,0,2,53.4,48,YES,Ops Control,True
SC10085,49,2025,Phase_II,4,2,59.2,48,NO,Manual Entry,
SC10085,50,2025,Phase_II,0,2,30.3,48,NO,Manual Entry,
SC10086,44,2025,Phase_I,5,6,69.2,36,YES,Ops Control,True
SC10086,45,2025,Phase_II,1,2,59.3,48,YES,Manual Entry,False
SC10086,46,2025,Phase_II,7,2,71.4,48,NO,HR System,True
SC10086,47,2025,Phase_II,1,2,40.8,48,NO,Manual Entry,
SC10086,48,2025,Phase_II,6,2,62.6,48,NO,HR System,
SC10086,49,2025,Phase_II,1,2,28.1,48,NO,Ops Control,True
SC10086,50,2025,Phase_II,5,2,57.5,48,NO,Manual Entry,False
SC10087,44,2025,Phase_I,5,6,31.0,36,NO,Manual Entry,
SC10087,45,2025,Phase_II,6,2,38.5,48,NO,Manual Entry,
SC10087,46,2025,Phase_II,5,2,58.5,48,NO,Ops Control,False
SC10087,47,2025,Phase_II,7,2,70.7,48,NO,Ops Control,
SC10087,48,2025,Phase_II,0,2,29.0,48,NO,Manual Entry,True
SC10087,49,2025,Phase_II,1,2,69.9,48,YES,Manual Entry,False
SC10087,50,2025,Phase_II,0,2,53.5,48,YES,Manual Entry,
SC10088,44,2025,Phase_I,4,6,60.0,36,YES,HR System,
SC10088,45,2025,Phase_II,3,2,31.9,48,NO,Manual Entry,
SC10088,46,2025,Phase_II,1,2,33.6,48,NO,Ops Control,False
SC10088,47,2025,Phase_II,3,2,63.5,48,NO,HR System,
SC10088,48,2025,Phase_II,1,2,41.8,48,NO,Manual Entry,
SC10088,49,2025,Phase_II,8,2,62.3,48,NO,Ops Control,
SC10088,50,2025,Phase_II,3,2,34.7,48,NO,HR System,True
SC10089,44,2025,Phase_I,8,6,70.6,36,NO,Manual Entry,True
SC10089,45,2025,Phase_II,7,2,62.0,48,NO,Manual Entry,True
SC10089,46,2025,Phase_II,3,2,63.3,48,NO,Ops Control,True
SC10089,47,2025,Phase_II,6,2,49.4,48,NO,Ops Control,True
SC10089,48,2025,Phase_II,7,2,51.3,48,NO,HR System,
SC10089,49,2025,Phase_II,8,2,67.3,48,NO,Ops Control,
SC10089,50,2025,Phase_II,4,2,50.1,48,NO,Manual Entry,
SC10090,44,2025,Phase_I,7,6,42.7,36,NO,Manual Entry,True
SC10090,45,2025,Phase_II,8,2,34.6,48,NO,HR System,False
SC10090,46,2025,Phase_II,5,2,45.4,48,NO,Manual Entry,False
SC10090,47,2025,Phase_II,1,2,51.3,48,YES,Manual Entry,False
SC10090,48,2025,Phase_II,6,2,61.6,48,NO,Manual Entry,True
SC10090,49,2025,Phase_II,2,2,47.6,48,NO,Ops Control,True
SC10090,50,2025,Phase_II,8,2,29.5,48,NO,Manual Entry,False
SC10091,44,2025,Phase_I,5,6,41.7,36,YES,HR System,
SC10091,45,2025,Phase_II,8,2,30.4,48,NO,Manual Entry,
SC10091,46,2025,Phase_II,6,2,48.2,48,NO,Ops Control,False
SC10091,47,2025,Phase_II,8,2,34.6,48,NO,Manual Entry,True
SC10091,48,2025,Phase_II,8,2,61.5,48,NO,HR System,True
SC10091,49,2025,Phase_II,5,2,58.0,48,NO,HR System,
SC10091,50,2025,Phase_II,5,2,41.2,48,NO,HR System,False
SC10092,44,2025,Phase_I,4,6,42.6,36,YES,Manual Entry,
SC10092,45,2025,Phase_II,6,2,55.7,48,NO,HR System,True
SC10092,46,2025,Phase_II,1,2,57.8,48,YES,Ops Control,
SC10092,47,2025,Phase_II,5,2,59.7,48,NO,Ops Control,True
SC10092,48,2025,Phase_II,2,2,31.4,48,NO,Manual Entry,
SC10092,49,2025,Phase_II,0,2,53.2,48,YES,Manual Entry,True
SC10092,50,2025,Phase_II,1,2,30.9,48,NO,HR System,False
SC10093,44,2025,Phase_I,4,6,69.1,36,YES,Manual Entry,True
SC10093,45,2025,Phase_II,1,2,66.8,48,YES,HR System,True
SC10093,46,2025,Phase_II,4,2,36.0,48,NO,Manual Entry,
SC10093,47,2025,Phase_II,2,2,28.9,48,NO,Manual Entry,
SC10093,48,2025,Phase_II,4,2,43.6,48,NO,Ops Control,False
SC10093,49,2025,Phase_II,2,2,51.4,48,YES,Ops Control,True
SC10093,50,2025,Phase_II,4,2,28.0,48,NO,Ops Control,False
SC10094,44,2025,Phase_I,0,6,64.9,36,YES,HR System,True
SC10094,45,2025,Phase_II,0,2,40.4,48,NO,Ops Control,True
SC10094,46,2025,Phase_II,1,2,39.5,48,NO,HR System,False
SC10094,47,2025,Phase_II,3,2,41.9,48,NO,Ops Control,
SC10094,48,2025,Phase_II,0,2,50.7,48,YES,HR System,False
SC10094,49,2025,Phase_II,0,2,61.0,48,YES,Ops Control,False
SC10094,50,2025,Phase_II,0,2,34.7,48,NO,HR System,True
SC10095,44,2025,Phase_I,5,6,31.1,36,NO,HR System,
SC10095,45,2025,Phase_II,6,2,63.7,48,NO,HR System,
SC10095,46,2025,Phase_II,5,2,47.8,48,NO,Manual Entry,True
SC10095,47,2025,Phase_II,7,2,41.4,48,NO,HR System,False
SC10095,48,2025,Phase_II,1,2,46.3,48,NO,HR System,
SC10095,49,2025,Phase_II,3,2,39.7,48,NO,Ops Control,
SC10095,50,2025,Phase_II,6,2,28.9,48,NO,HR System,True
SC10096,44,2025,Phase_I,2,6,65.5,36,YES,Manual Entry,False
SC10096,45,2025,Phase_II,4,2,65.8,48,NO,HR System,True
SC10096,46,2025,Phase_II,1,2,40.2,48,NO,HR System,False
SC10096,47,2025,Phase_II,5,2,69.0,48,NO,Ops Control,False
SC10096,48,2025,Phase_II,8,2,41.6,48,YES,Ops Control,True
SC10096,49,2025,Phase_II,3,2,69.6,48,NO,Manual Entry,True
SC10096,50,2025,Phase_II,4,2,55.5,48,NO,Manual Entry,False
SC10097,44,2025,Phase_I,3,6,36.1,36,YES,Manual Entry,True
SC10097,45,2025,Phase_II,8,2,56.0,48,NO,Manual Entry,True
SC10097,46,2025,Phase_II,6,2,55.8,48,YES,HR System,False
SC10097,47,2025,Phase_II,2,2,48.5,48,YES,Manual Entry,
SC10097,48,2025,Phase_II,7,2,47.6,48,NO,Manual Entry,True
SC10097,49,2025,Phase_II,4,2,58.1,48,NO,Manual Entry,
SC10097,50,2025,Phase_II,1,2,64.9,48,YES,Ops Control,
SC10098,44,2025,Phase_I,6,6,43.7,36,YES,Ops Control,
SC10098,45,2025,Phase_II,3,2,58.8,48,NO,HR System,True
SC10098,46,2025,Phase_II,7,2,58.9,48,NO,Ops Control,
SC10098,47,2025,Phase_II,5,2,32.2,48,NO,Manual Entry,
SC10098,48,2025,Phase_II,3,2,36.0,48,NO,Ops Control,True
SC10098,49,2025,Phase_II,0,2,38.2,48,NO,Ops Control,False
SC10098,50,2025,Phase_II,3,2,56.5,48,NO,Manual Entry,
SC10099,44,2025,Phase_I,5,6,53.0,36,YES,HR System,True
SC10099,45,2025,Phase_II,2,2,61.4,48,YES,HR System,True
SC10099,46,2025,Phase_II,0,2,39.1,48,NO,Ops Control,
SC10099,47,2025,Phase_II,1,2,40.9,48,NO,Manual Entry,False
SC10099,48,2025,Phase_II,3,2,60.8,48,NO,HR System,False
SC10099,49,2025,Phase_II,5,2,38.0,48,NO,Ops Control,False
SC10099,50,2025,Phase_II,4,2,37.7,48,NO,Ops Control,True
SC10100,44,2025,Phase_I,2,6,58.5,36,YES,HR System,False
SC10100,45,2025,Phase_II,4,2,69.5,48,NO,Manual Entry,True
SC10100,46,2025,Phase_II,6,2,34.0,48,NO,HR System,True
SC10100,47,2025,Phase_II,8,2,42.7,48,NO,Manual Entry,
SC10100,48,2025,Phase_II,3,2,38.8,48,NO,Ops Control,True
SC10100,49,2025,Phase_II,0,2,47.2,48,NO,HR System,
SC10100,50,2025,Phase_II,6,2,59.8,48,NO,Manual Entry,True
SC10101,44,2025,Phase_I,0,6,32.4,36,NO,Manual Entry,
SC10101,45,2025,Phase_II,6,2,42.6,48,NO,Manual Entry,
SC10101,46,2025,Phase_II,1,2,35.1,48,YES,HR System,True
SC10101,47,2025,Phase_II,4,2,46.2,48,NO,Ops Control,True
SC10101,48,2025,Phase_II,7,2,47.1,48,NO,Ops Control,False
SC10101,49,2025,Phase_II,4,2,49.3,48,NO,HR System,True
SC10101,50,2025,Phase_II,2,2,32.5,48,NO,Manual Entry,False
SC10102,44,2025,Phase_I,1,6,29.1,36,NO,Manual Entry,True
SC10102,45,2025,Phase_II,7,2,64.3,48,NO,Ops Control,False
SC10102,46,2025,Phase_II,0,2,32.9,48,NO,HR System,True
SC10102,47,2025,Phase_II,0,2,29.1,48,NO,Manual Entry,
SC10102,48,2025,Phase_II,6,2,63.0,48,YES,HR System,
SC10102,49,2025,Phase_II,8,2,31.8,48,NO,Ops Control,
SC10102,50,2025,Phase_II,7,2,31.5,48,NO,HR System,False
SC10103,44,2025,Phase_I,5,6,52.5,36,YES,HR System,False
SC10103,45,2025,Phase_II,6,2,61.4,48,NO,Manual Entry,True
SC10103,46,2025,Phase_II,7,2,39.1,48,NO,Manual Entry,
SC10103,47,2025,Phase_II,4,2,70.5,48,NO,HR System,
SC10103,48,2025,Phase_II,0,2,31.0,48,NO,Ops Control,False
SC10103,49,2025,Phase_II,4,2,47.6,48,NO,Ops Control,
SC10103,50,2025,Phase_II,5,2,63.3,48,NO,HR System,
SC10104,44,2025,Phase_I,5,6,34.7,36,NO,Manual Entry,True
SC10104,45,2025,Phase_II,4,2,51.9,48,YES,Manual Entry,
SC10104,46,2025,Phase_II,8,2,57.4,48,NO,Manual Entry,False
SC10104,47,2025,Phase_II,6,2,35.1,48,NO,Manual Entry,True
SC10104,48,2025,Phase_II,5,2,33.2,48,NO,Manual Entry,
SC10104,49,2025,Phase_II,1,2,35.5,48,NO,HR System,
SC10104,50,2025,Phase_II,8,2,39.1,48,NO,HR System,
SC10105,44,2025,Phase_I,6,6,39.0,36,YES,HR System,False
SC10105,45,2025,Phase_II,2,2,66.9,48,YES,Manual Entry,True
SC10105,46,2025,Phase_II,1,2,67.9,48,YES,Ops Control,
SC10105,47,2025,Phase_II,2,2,63.2,48,YES,Ops Control,False
SC10105,48,2025,Phase_II,1,2,63.2,48,YES,Ops Control,
SC10105,49,2025,Phase_II,1,2,45.3,48,NO,Manual Entry,True
SC10105,50,2025,Phase_II,0,2,71.7,48,YES,Manual Entry,
SC10106,44,2025,Phase_I,4,6,53.7,36,YES,HR System,
SC10106,45,2025,Phase_II,7,2,48.1,48,NO,HR System,True
SC10106,46,2025,Phase_II,1,2,57.4,48,YES,Manual Entry,False
SC10106,47,2025,Phase_II,8,2,60.9,48,NO,HR System,True
SC10106,48,2025,Phase_II,1,2,55.4,48,YES,Ops Control,
SC10106,49,2025,Phase_II,7,2,50.9,48,NO,HR System,
SC10106,50,2025,Phase_II,2,2,69.1,48,YES,Manual Entry,
SC10107,44,2025,Phase_I,8,6,64.1,36,NO,Ops Control,False
SC10107,45,2025,Phase_II,4,2,53.1,48,YES,Manual Entry,False
SC10107,46,2025,Phase_II,0,2,63.9,48,YES,Manual Entry,True
SC10107,47,2025,Phase_II,7,2,58.0,48,NO,HR System,False
SC10107,48,2025,Phase_II,5,2,43.3,48,YES,Ops Control,False
SC10107,49,2025,Phase_II,4,2,57.7,48,NO,Manual Entry,
SC10107,50,2025,Phase_II,4,2,53.5,48,NO,Ops Control,False
SC10108,44,2025,Phase_I,2,6,59.6,36,YES,Manual Entry,True
SC10108,45,2025,Phase_II,3,2,70.2,48,NO,Manual Entry,False
SC10108,46,2025,Phase_II,0,2,32.4,48,NO,Manual Entry,
SC10108,47,2025,Phase_II,7,2,59.9,48,NO,Manual Entry,False
SC10108,48,2025,Phase_II,5,2,61.3,48,NO,HR System,
SC10108,49,2025,Phase_II,8,2,41.7,48,NO,Manual Entry,
SC10108,50,2025,Phase_II,7,2,51.2,48,NO,Ops Control,True
SC10109,44,2025,Phase_I,5,6,63.0,36,YES,Ops Control,True
SC10109,45,2025,Phase_II,7,2,30.2,48,NO,Manual Entry,True
SC10109,46,2025,Phase_II,2,2,44.1,48,NO,Ops Control,
SC10109,47,2025,Phase_II,0,2,62.9,48,YES,Manual Entry,False
SC10109,48,2025,Phase_II,5,2,54.0,48,NO,HR System,True
SC10109,49,2025,Phase_II,5,2,69.9,48,NO,Ops Control,False
SC10109,50,2025,Phase_II,1,2,50.3,48,YES,Manual Entry,
