flt_no,src,dst,sched_time,actual_time,status_cd,delay_mins,ac_reg,sector,ops_month,data_ver
6E3093,PNQ,IXC,17/10/2025 16:45,N/A,CXL,,VT-A006,PNQ-IXC,OCT-2025,LEGACY_v1
6E5030,BOM,JAI,17/10/2025 10:00,17/10/2025 10:00,OK,0,VT-E014,BOM-JAI,OCT-2025,LEGACY_v1
6E2889,BHO,PAT,17/10/2025 09:45,17/10/2025 11:34,DLY,109,VT-D050,BHO-PAT,OCT-2025,LEGACY_v1
6E690,VNS,PNQ,17/10/2025 03:30,17/10/2025 05:36,DLY,126,VT-E003,VNS-PNQ,OCT-2025,LEGACY_v1
6E9272,PNQ,ATQ,17/10/2025 09:15,17/10/2025 09:15,OK,0,VT-A049,PNQ-ATQ,OCT-2025,LEGACY_v1
6E5306,BOM,JAI,17/10/2025 14:45,N/A,DIV,,VT-D030,BOM-JAI,OCT-2025,LEGACY_v1
6E9444,GAU,LKO,17/10/2025 16:45,17/10/2025 16:45,OK,0,VT-D029,GAU-LKO,OCT-2025,LEGACY_v1
6E5036,COK,GAU,17/10/2025 12:30,17/10/2025 12:30,OK,0,VT-C027,COK-GAU,OCT-2025,LEGACY_v1
6E2273,BOM,PAT,17/10/2025 12:15,17/10/2025 12:15,OK,0,VT-E034,BOM-PAT,OCT-2025,LEGACY_v1
6E455,CCU,SXR,17/10/2025 01:00,17/10/2025 01:00,OK,0,VT-D046,CCU-SXR,OCT-2025,LEGACY_v1
6E9996,SXR,COK,17/10/2025 02:30,N/A,CXL,,VT-E058,SXR-COK,OCT-2025,LEGACY_v1
6E7722,GOI,AMD,18/10/2025 07:00,18/10/2025 07:00,OK,0,VT-D042,GOI-AMD,OCT-2025,LEGACY_v1
6E358,LKO,SXR,18/10/2025 22:30,18/10/2025 22:30,OK,0,VT-C010,LKO-SXR,OCT-2025,LEGACY_v1
6E9219,ATQ,BLR,18/10/2025 04:15,18/10/2025 04:15,OK,0,VT-E038,ATQ-BLR,OCT-2025,LEGACY_v1
6E1931,GOI,IXC,18/10/2025 03:15,18/10/2025 03:15,OK,0,VT-D047,GOI-IXC,OCT-2025,LEGACY_v1
6E8311,COK,BOM,18/10/2025 05:15,18/10/2025 05:15,OK,0,VT-C045,COK-BOM,OCT-2025,LEGACY_v1
6E8873,CCU,MAA,18/10/2025 13:30,18/10/2025 13:30,OK,0,VT-C049,CCU-MAA,OCT-2025,LEGACY_v1
6E239,VNS,HYD,18/10/2025 11:00,18/10/2025 11:00,OK,0,VT-C012,VNS-HYD,OCT-2025,LEGACY_v1
6E1862,COK,IXB,18/10/2025 07:15,18/10/2025 07:15,OK,0,VT-D039,COK-IXB,OCT-2025,LEGACY_v1
6E6818,BOM,VNS,18/10/2025 15:30,18/10/2025 15:30,OK,0,VT-E053,BOM-VNS,OCT-2025,LEGACY_v1
6E8703,BLR,GAU,18/10/2025 01:00,18/10/2025 01:17,DLY,17,VT-B034,BLR-GAU,OCT-2025,LEGACY_v1
6E4302,ATQ,CCU,18/10/2025 20:15,18/10/2025 20:15,OK,0,VT-D054,ATQ-CCU,OCT-2025,LEGACY_v1
6E3877,ATQ,CCU,18/10/2025 22:45,18/10/2025 22:45,OK,0,VT-B044,ATQ-CCU,OCT-2025,LEGACY_v1
6E170,BOM,GOI,18/10/2025 23:30,N/A,CXL,,VT-A053,BOM-GOI,OCT-2025,LEGACY_v1
6E1631,VNS,CCU,18/10/2025 00:45,N/A,DIV,,VT-B022,VNS-CCU,OCT-2025,LEGACY_v1
6E9232,GAU,JAI,18/10/2025 10:00,N/A,CXL,,VT-A026,GAU-JAI,OCT-2025,LEGACY_v1
6E1163,BOM,HYD,18/10/2025 15:15,N/A,CXL,,VT-C043,BOM-HYD,OCT-2025,LEGACY_v1
6E4212,DEL,CCU,18/10/2025 00:00,N/A,DIV,,VT-E049,DEL-CCU,OCT-2025,LEGACY_v1
6E6533,GAU,SXR,18/10/2025 23:00,18/10/2025 23:18,DLY,18,VT-A006,GAU-SXR,OCT-2025,LEGACY_v1
6E5487,DEL,PAT,18/10/2025 21:30,18/10/2025 21:30,OK,0,VT-C005,DEL-PAT,OCT-2025,LEGACY_v1
6E196,DEL,GOI,18/10/2025 01:30,18/10/2025 01:30,OK,0,VT-E006,DEL-GOI,OCT-2025,LEGACY_v1
6E4809,GAU,BOM,18/10/2025 22:45,18/10/2025 22:45,OK,0,VT-C053,GAU-BOM,OCT-2025,LEGACY_v1
6E6210,VNS,HYD,18/10/2025 03:45,18/10/2025 03:45,OK,0,VT-A014,VNS-HYD,OCT-2025,LEGACY_v1
6E9924,HYD,VNS,18/10/2025 11:15,N/A,CXL,,VT-D044,HYD-VNS,OCT-2025,LEGACY_v1
6E1115,LKO,AMD,18/10/2025 15:30,N/A,CXL,,VT-A005,LKO-AMD,OCT-2025,LEGACY_v1
6E5966,BOM,CCU,18/10/2025 19:00,N/A,CXL,,VT-C052,BOM-CCU,OCT-2025,LEGACY_v1
6E1205,BOM,SXR,18/10/2025 15:00,18/10/2025 15:00,OK,0,VT-E016,BOM-SXR,OCT-2025,LEGACY_v1
6E3290,VNS,AMD,18/10/2025 23:30,18/10/2025 23:30,OK,0,VT-B015,VNS-AMD,OCT-2025,LEGACY_v1
6E9637,GAU,PAT,18/10/2025 22:30,N/A,CXL,,VT-A005,GAU-PAT,OCT-2025,LEGACY_v1
6E9832,VNS,GAU,18/10/2025 21:30,18/10/2025 21:30,OK,0,VT-C009,VNS-GAU,OCT-2025,LEGACY_v1
6E2034,MAA,BOM,18/10/2025 12:45,18/10/2025 12:45,OK,0,VT-B001,MAA-BOM,OCT-2025,LEGACY_v1
6E9011,JAI,GAU,18/10/2025 00:15,18/10/2025 00:15,OK,0,VT-B040,JAI-GAU,OCT-2025,LEGACY_v1
6E5480,MAA,CCU,18/10/2025 17:30,18/10/2025 17:30,OK,0,VT-C030,MAA-CCU,OCT-2025,LEGACY_v1
6E322,LKO,BOM,18/10/2025 02:15,18/10/2025 02:15,OK,0,VT-C006,LKO-BOM,OCT-2025,LEGACY_v1
6E8360,MAA,LKO,18/10/2025 16:30,18/10/2025 16:30,OK,0,VT-B053,MAA-LKO,OCT-2025,LEGACY_v1
6E7376,DEL,MAA,18/10/2025 11:45,18/10/2025 12:08,DLY,23,VT-E019,DEL-MAA,OCT-2025,LEGACY_v1
6E1791,BLR,HYD,18/10/2025 18:00,18/10/2025 18:00,OK,0,VT-D043,BLR-HYD,OCT-2025,LEGACY_v1
6E1599,BLR,ATQ,18/10/2025 04:00,18/10/2025 04:00,OK,0,VT-B007,BLR-ATQ,OCT-2025,LEGACY_v1
6E6447,HYD,PNQ,18/10/2025 21:15,N/A,CXL,,VT-A053,HYD-PNQ,OCT-2025,LEGACY_v1
6E1602,IXB,LKO,18/10/2025 05:00,18/10/2025 05:00,OK,0,VT-C045,IXB-LKO,OCT-2025,LEGACY_v1
6E7502,JAI,HYD,18/10/2025 10:45,18/10/2025 10:45,OK,0,VT-C005,JAI-HYD,OCT-2025,LEGACY_v1
6E8845,BOM,ATQ,18/10/2025 20:15,18/10/2025 20:15,OK,0,VT-C049,BOM-ATQ,OCT-2025,LEGACY_v1
6E2859,LKO,CCU,18/10/2025 17:30,18/10/2025 17:30,OK,0,VT-A016,LKO-CCU,OCT-2025,LEGACY_v1
6E2945,BOM,HYD,18/10/2025 18:00,N/A,CXL,,VT-C015,BOM-HYD,OCT-2025,LEGACY_v1
6E3709,CCU,ATQ,18/10/2025 11:45,18/10/2025 11:45,OK,0,VT-A030,CCU-ATQ,OCT-2025,LEGACY_v1
6E6960,DEL,HYD,18/10/2025 10:15,18/10/2025 10:15,OK,0,VT-C036,DEL-HYD,OCT-2025,LEGACY_v1
6E2783,VNS,IXC,18/10/2025 16:00,18/10/2025 16:00,OK,0,VT-C029,VNS-IXC,OCT-2025,LEGACY_v1
6E9131,IXC,IXB,18/10/2025 07:45,18/10/2025 07:45,OK,0,VT-B008,IXC-IXB,OCT-2025,LEGACY_v1
6E5240,BOM,BHO,18/10/2025 16:45,18/10/2025 16:45,OK,0,VT-C006,BOM-BHO,OCT-2025,LEGACY_v1
6E7887,IXB,COK,19/10/2025 15:30,19/10/2025 15:30,OK,0,VT-C006,IXB-COK,OCT-2025,LEGACY_v1
6E1466,DEL,CCU,19/10/2025 13:45,19/10/2025 13:45,OK,0,VT-E019,DEL-CCU,OCT-2025,LEGACY_v1
6E997,JAI,VNS,19/10/2025 20:45,N/A,CXL,,VT-B028,JAI-VNS,OCT-2025,LEGACY_v1
6E8252,BLR,LKO,19/10/2025 16:15,19/10/2025 16:15,OK,0,VT-D027,BLR-LKO,OCT-2025,LEGACY_v1
6E4538,BOM,PNQ,19/10/2025 14:00,19/10/2025 14:00,OK,0,VT-E022,BOM-PNQ,OCT-2025,LEGACY_v1
6E3752,BLR,GAU,19/10/2025 21:00,19/10/2025 23:40,DLY,160,VT-C051,BLR-GAU,OCT-2025,LEGACY_v1
6E2664,PNQ,BLR,19/10/2025 00:45,N/A,DIV,,VT-E046,PNQ-BLR,OCT-2025,LEGACY_v1
6E301,AMD,BHO,19/10/2025 20:15,19/10/2025 21:34,DLY,79,VT-D030,AMD-BHO,OCT-2025,LEGACY_v1
6E4835,BLR,DEL,19/10/2025 20:15,19/10/2025 20:15,OK,0,VT-C033,BLR-DEL,OCT-2025,LEGACY_v1
6E2023,CCU,HYD,19/10/2025 22:30,19/10/2025 22:30,OK,0,VT-D017,CCU-HYD,OCT-2025,LEGACY_v1
6E2215,COK,SXR,19/10/2025 09:45,19/10/2025 12:32,DLY,167,VT-E058,COK-SXR,OCT-2025,LEGACY_v1
6E7885,IXC,ATQ,19/10/2025 09:30,19/10/2025 09:30,OK,0,VT-D007,IXC-ATQ,OCT-2025,LEGACY_v1
6E9830,AMD,VNS,19/10/2025 09:15,N/A,DIV,,VT-D003,AMD-VNS,OCT-2025,LEGACY_v1
6E8580,IXC,LKO,19/10/2025 19:00,N/A,CXL,,VT-A049,IXC-LKO,OCT-2025,LEGACY_v1
6E9769,BHO,PAT,19/10/2025 00:30,19/10/2025 00:30,OK,0,VT-E059,BHO-PAT,OCT-2025,LEGACY_v1
6E4265,LKO,SXR,19/10/2025 20:30,19/10/2025 20:30,OK,0,VT-E046,LKO-SXR,OCT-2025,LEGACY_v1
6E6464,BLR,PAT,19/10/2025 18:30,19/10/2025 19:36,DLY,66,VT-A007,BLR-PAT,OCT-2025,LEGACY_v1
6E7278,GAU,VNS,19/10/2025 22:15,19/10/2025 22:15,OK,0,VT-E031,GAU-VNS,OCT-2025,LEGACY_v1
6E9574,GOI,BLR,19/10/2025 18:15,19/10/2025 18:15,OK,0,VT-A038,GOI-BLR,OCT-2025,LEGACY_v1
6E7519,IXC,HYD,19/10/2025 02:00,19/10/2025 02:00,OK,0,VT-B036,IXC-HYD,OCT-2025,LEGACY_v1
6E5342,PAT,BOM,19/10/2025 00:00,19/10/2025 00:00,OK,0,VT-E016,PAT-BOM,OCT-2025,LEGACY_v1
6E437,BHO,IXC,19/10/2025 17:00,19/10/2025 17:00,OK,0,VT-E014,BHO-IXC,OCT-2025,LEGACY_v1
6E5164,GAU,GOI,19/10/2025 15:15,19/10/2025 15:40,DLY,25,VT-E004,GAU-GOI,OCT-2025,LEGACY_v1
6E4814,SXR,PAT,19/10/2025 18:30,19/10/2025 18:30,OK,0,VT-E057,SXR-PAT,OCT-2025,LEGACY_v1
6E8885,BHO,LKO,19/10/2025 10:15,19/10/2025 10:15,OK,0,VT-B002,BHO-LKO,OCT-2025,LEGACY_v1
6E7979,MAA,BOM,19/10/2025 09:15,19/10/2025 09:15,OK,0,VT-A027,MAA-BOM,OCT-2025,LEGACY_v1
6E6056,LKO,PNQ,19/10/2025 19:30,N/A,DIV,,VT-A039,LKO-PNQ,OCT-2025,LEGACY_v1
6E6156,IXC,PNQ,19/10/2025 01:30,19/10/2025 01:30,OK,0,VT-E022,IXC-PNQ,OCT-2025,LEGACY_v1
6E4689,SXR,GOI,19/10/2025 02:00,N/A,DIV,,VT-D047,SXR-GOI,OCT-2025,LEGACY_v1
6E4706,PNQ,MAA,19/10/2025 12:30,19/10/2025 12:30,OK,0,VT-C038,PNQ-MAA,OCT-2025,LEGACY_v1
6E5005,BOM,COK,19/10/2025 06:00,19/10/2025 06:00,OK,0,VT-D032,BOM-COK,OCT-2025,LEGACY_v1
6E2357,CCU,GOI,19/10/2025 02:00,19/10/2025 02:00,OK,0,VT-A032,CCU-GOI,OCT-2025,LEGACY_v1
6E441,IXC,ATQ,19/10/2025 20:15,19/10/2025 23:03,DLY,168,VT-A006,IXC-ATQ,OCT-2025,LEGACY_v1
6E9374,PAT,DEL,19/10/2025 16:15,19/10/2025 16:15,OK,0,VT-C047,PAT-DEL,OCT-2025,LEGACY_v1
6E4001,GAU,AMD,19/10/2025 07:30,19/10/2025 07:30,OK,0,VT-C021,GAU-AMD,OCT-2025,LEGACY_v1
6E2238,MAA,SXR,19/10/2025 21:15,19/10/2025 21:15,OK,0,VT-D060,MAA-SXR,OCT-2025,LEGACY_v1
6E2853,PAT,IXC,19/10/2025 05:30,19/10/2025 05:30,OK,0,VT-E037,PAT-IXC,OCT-2025,LEGACY_v1
6E600,CCU,IXB,19/10/2025 21:00,19/10/2025 21:00,OK,0,VT-A020,CCU-IXB,OCT-2025,LEGACY_v1
6E3193,BHO,GAU,19/10/2025 20:15,19/10/2025 21:21,DLY,66,VT-B036,BHO-GAU,OCT-2025,LEGACY_v1
6E8113,BLR,COK,19/10/2025 03:00,N/A,CXL,,VT-C044,BLR-COK,OCT-2025,LEGACY_v1
6E5132,JAI,DEL,19/10/2025 05:30,19/10/2025 07:14,DLY,104,VT-B045,JAI-DEL,OCT-2025,LEGACY_v1
6E5375,ATQ,BLR,19/10/2025 10:45,19/10/2025 10:45,OK,0,VT-E040,ATQ-BLR,OCT-2025,LEGACY_v1
6E7446,AMD,SXR,19/10/2025 11:30,19/10/2025 11:30,OK,0,VT-C024,AMD-SXR,OCT-2025,LEGACY_v1
6E5276,GAU,HYD,19/10/2025 06:45,19/10/2025 06:45,OK,0,VT-D053,GAU-HYD,OCT-2025,LEGACY_v1
6E7686,GOI,SXR,19/10/2025 08:45,N/A,DIV,,VT-D014,GOI-SXR,OCT-2025,LEGACY_v1
6E8421,CCU,DEL,19/10/2025 02:15,19/10/2025 02:15,OK,0,VT-D024,CCU-DEL,OCT-2025,LEGACY_v1
6E9755,SXR,CCU,19/10/2025 07:00,19/10/2025 07:00,OK,0,VT-A013,SXR-CCU,OCT-2025,LEGACY_v1
6E1308,MAA,JAI,19/10/2025 22:30,19/10/2025 22:30,OK,0,VT-B048,MAA-JAI,OCT-2025,LEGACY_v1
6E8505,PNQ,IXB,20/10/2025 20:30,20/10/2025 20:30,OK,0,VT-E044,PNQ-IXB,OCT-2025,LEGACY_v1
6E7757,COK,SXR,20/10/2025 17:45,20/10/2025 17:45,OK,0,VT-D044,COK-SXR,OCT-2025,LEGACY_v1
6E7291,IXC,IXB,20/10/2025 07:45,20/10/2025 07:45,OK,0,VT-D033,IXC-IXB,OCT-2025,LEGACY_v1
6E6742,GAU,JAI,20/10/2025 15:00,20/10/2025 15:00,OK,0,VT-E015,GAU-JAI,OCT-2025,LEGACY_v1
6E6317,BHO,CCU,20/10/2025 16:45,20/10/2025 16:45,OK,0,VT-D017,BHO-CCU,OCT-2025,LEGACY_v1
6E9985,MAA,VNS,20/10/2025 22:30,20/10/2025 22:30,OK,0,VT-B022,MAA-VNS,OCT-2025,LEGACY_v1
6E9933,GAU,VNS,20/10/2025 02:00,N/A,CXL,,VT-E054,GAU-VNS,OCT-2025,LEGACY_v1
6E2666,PAT,BHO,20/10/2025 00:15,20/10/2025 02:12,DLY,117,VT-C031,PAT-BHO,OCT-2025,LEGACY_v1
6E3573,BLR,PAT,20/10/2025 05:00,20/10/2025 06:58,DLY,118,VT-E029,BLR-PAT,OCT-2025,LEGACY_v1
6E3217,CCU,MAA,20/10/2025 22:30,N/A,DIV,,VT-A032,CCU-MAA,OCT-2025,LEGACY_v1
6E2287,JAI,DEL,20/10/2025 01:00,20/10/2025 01:00,OK,0,VT-A019,JAI-DEL,OCT-2025,LEGACY_v1
6E865,DEL,GOI,20/10/2025 15:45,20/10/2025 15:45,OK,0,VT-D025,DEL-GOI,OCT-2025,LEGACY_v1
6E5586,AMD,SXR,20/10/2025 08:15,20/10/2025 08:15,OK,0,VT-C046,AMD-SXR,OCT-2025,LEGACY_v1
6E2223,HYD,PNQ,20/10/2025 15:30,20/10/2025 18:17,DLY,167,VT-A031,HYD-PNQ,OCT-2025,LEGACY_v1
6E479,PAT,COK,20/10/2025 13:30,20/10/2025 13:30,OK,0,VT-C032,PAT-COK,OCT-2025,LEGACY_v1
6E2557,MAA,IXB,20/10/2025 00:45,20/10/2025 00:45,OK,0,VT-B040,MAA-IXB,OCT-2025,LEGACY_v1
6E2083,IXC,COK,20/10/2025 05:30,20/10/2025 05:30,OK,0,VT-E021,IXC-COK,OCT-2025,LEGACY_v1
6E1156,GAU,AMD,20/10/2025 22:30,N/A,CXL,,VT-D020,GAU-AMD,OCT-2025,LEGACY_v1
6E3575,BLR,PNQ,20/10/2025 08:15,20/10/2025 08:15,OK,0,VT-E026,BLR-PNQ,OCT-2025,LEGACY_v1
6E1921,IXC,DEL,20/10/2025 17:30,20/10/2025 17:30,OK,0,VT-D056,IXC-DEL,OCT-2025,LEGACY_v1
6E8994,ATQ,GOI,20/10/2025 22:15,20/10/2025 22:15,OK,0,VT-C005,ATQ-GOI,OCT-2025,LEGACY_v1
6E1235,VNS,BHO,20/10/2025 15:45,20/10/2025 15:45,OK,0,VT-C013,VNS-BHO,OCT-2025,LEGACY_v1
6E3711,BLR,JAI,20/10/2025 10:00,N/A,DIV,,VT-B023,BLR-JAI,OCT-2025,LEGACY_v1
6E3373,PNQ,BOM,20/10/2025 20:30,20/10/2025 20:30,OK,0,VT-C040,PNQ-BOM,OCT-2025,LEGACY_v1
6E6263,COK,DEL,20/10/2025 01:15,N/A,CXL,,VT-C049,COK-DEL,OCT-2025,LEGACY_v1
6E6853,CCU,GOI,20/10/2025 23:00,20/10/2025 23:00,OK,0,VT-A024,CCU-GOI,OCT-2025,LEGACY_v1
6E744,DEL,SXR,20/10/2025 01:00,20/10/2025 01:00,OK,0,VT-B034,DEL-SXR,OCT-2025,LEGACY_v1
6E7998,COK,GOI,20/10/2025 16:30,20/10/2025 16:30,OK,0,VT-A005,COK-GOI,OCT-2025,LEGACY_v1
6E9782,VNS,IXC,20/10/2025 16:45,20/10/2025 16:45,OK,0,VT-E006,VNS-IXC,OCT-2025,LEGACY_v1
6E1209,IXB,VNS,20/10/2025 23:15,20/10/2025 23:15,OK,0,VT-D051,IXB-VNS,OCT-2025,LEGACY_v1
6E1083,CCU,GOI,20/10/2025 09:15,20/10/2025 09:15,OK,0,VT-E032,CCU-GOI,OCT-2025,LEGACY_v1
6E4044,PNQ,AMD,20/10/2025 10:30,N/A,DIV,,VT-D001,PNQ-AMD,OCT-2025,LEGACY_v1
6E4030,IXC,BLR,20/10/2025 12:15,20/10/2025 12:15,OK,0,VT-E034,IXC-BLR,OCT-2025,LEGACY_v1
6E2035,PNQ,HYD,20/10/2025 02:15,N/A,CXL,,VT-A039,PNQ-HYD,OCT-2025,LEGACY_v1
6E859,BOM,VNS,20/10/2025 06:30,20/10/2025 06:30,OK,0,VT-B002,BOM-VNS,OCT-2025,LEGACY_v1
6E1539,IXB,SXR,20/10/2025 14:15,20/10/2025 14:15,OK,0,VT-B020,IXB-SXR,OCT-2025,LEGACY_v1
6E6628,ATQ,IXB,20/10/2025 01:00,20/10/2025 02:02,DLY,62,VT-B010,ATQ-IXB,OCT-2025,LEGACY_v1
6E8115,AMD,JAI,20/10/2025 05:30,N/A,CXL,,VT-D003,AMD-JAI,OCT-2025,LEGACY_v1
6E4737,GOI,DEL,20/10/2025 15:30,20/10/2025 15:30,OK,0,VT-D052,GOI-DEL,OCT-2025,LEGACY_v1
6E7705,GOI,PAT,20/10/2025 01:15,20/10/2025 01:15,OK,0,VT-E018,GOI-PAT,OCT-2025,LEGACY_v1
6E2981,SXR,ATQ,20/10/2025 10:15,20/10/2025 10:15,OK,0,VT-C024,SXR-ATQ,OCT-2025,LEGACY_v1
6E9490,IXC,BHO,20/10/2025 06:00,N/A,CXL,,VT-D032,IXC-BHO,OCT-2025,LEGACY_v1
6E6410,GAU,SXR,20/10/2025 22:30,20/10/2025 22:30,OK,0,VT-D031,GAU-SXR,OCT-2025,LEGACY_v1
6E8557,MAA,BHO,20/10/2025 05:30,20/10/2025 05:30,OK,0,VT-D029,MAA-BHO,OCT-2025,LEGACY_v1
6E4995,BHO,ATQ,20/10/2025 19:00,20/10/2025 21:44,DLY,164,VT-A011,BHO-ATQ,OCT-2025,LEGACY_v1
6E1899,BHO,VNS,20/10/2025 02:45,20/10/2025 02:45,OK,0,VT-E015,BHO-VNS,OCT-2025,LEGACY_v1
6E7404,COK,JAI,20/10/2025 21:15,20/10/2025 22:52,DLY,97,VT-C019,COK-JAI,OCT-2025,LEGACY_v1
6E7758,BLR,COK,20/10/2025 11:15,N/A,DIV,,VT-D030,BLR-COK,OCT-2025,LEGACY_v1
6E5180,AMD,GOI,21/10/2025 03:45,21/10/2025 04:26,DLY,41,VT-D010,AMD-GOI,OCT-2025,LEGACY_v1
6E7780,SXR,JAI,21/10/2025 21:00,21/10/2025 21:00,OK,0,VT-C060,SXR-JAI,OCT-2025,LEGACY_v1
6E4026,COK,CCU,21/10/2025 20:30,21/10/2025 20:30,OK,0,VT-A005,COK-CCU,OCT-2025,LEGACY_v1
6E1784,BLR,GAU,21/10/2025 13:45,21/10/2025 13:45,OK,0,VT-B048,BLR-GAU,OCT-2025,LEGACY_v1
6E585,GOI,BOM,21/10/2025 03:30,N/A,DIV,,VT-D015,GOI-BOM,OCT-2025,LEGACY_v1
6E8040,PAT,AMD,21/10/2025 22:45,21/10/2025 22:45,OK,0,VT-C014,PAT-AMD,OCT-2025,LEGACY_v1
6E8767,GAU,PNQ,21/10/2025 01:45,21/10/2025 01:45,OK,0,VT-B056,GAU-PNQ,OCT-2025,LEGACY_v1
6E7558,GAU,LKO,21/10/2025 07:00,21/10/2025 07:00,OK,0,VT-E006,GAU-LKO,OCT-2025,LEGACY_v1
6E3542,VNS,JAI,21/10/2025 19:00,21/10/2025 19:00,OK,0,VT-B044,VNS-JAI,OCT-2025,LEGACY_v1
6E8927,VNS,DEL,21/10/2025 13:45,21/10/2025 15:10,DLY,85,VT-C053,VNS-DEL,OCT-2025,LEGACY_v1
6E7540,LKO,SXR,21/10/2025 20:30,21/10/2025 20:30,OK,0,VT-A017,LKO-SXR,OCT-2025,LEGACY_v1
6E6012,GAU,AMD,21/10/2025 15:45,21/10/2025 15:45,OK,0,VT-E053,GAU-AMD,OCT-2025,LEGACY_v1
6E926,ATQ,LKO,21/10/2025 03:30,21/10/2025 03:30,OK,0,VT-A011,ATQ-LKO,OCT-2025,LEGACY_v1
6E7984,GOI,BLR,21/10/2025 00:30,21/10/2025 02:33,DLY,123,VT-E023,GOI-BLR,OCT-2025,LEGACY_v1
6E3518,AMD,MAA,21/10/2025 08:45,21/10/2025 08:45,OK,0,VT-E001,AMD-MAA,OCT-2025,LEGACY_v1
6E9936,DEL,PAT,21/10/2025 17:15,21/10/2025 17:15,OK,0,VT-B031,DEL-PAT,OCT-2025,LEGACY_v1
6E9506,PAT,BHO,21/10/2025 14:00,21/10/2025 14:00,OK,0,VT-C013,PAT-BHO,OCT-2025,LEGACY_v1
6E4129,BLR,DEL,21/10/2025 23:45,22/10/2025 00:39,DLY,54,VT-C049,BLR-DEL,OCT-2025,LEGACY_v1
6E9413,MAA,VNS,21/10/2025 19:15,21/10/2025 19:15,OK,0,VT-D025,MAA-VNS,OCT-2025,LEGACY_v1
6E1716,MAA,PNQ,21/10/2025 02:45,21/10/2025 02:45,OK,0,VT-D060,MAA-PNQ,OCT-2025,LEGACY_v1
6E9887,CCU,AMD,21/10/2025 17:45,21/10/2025 17:45,OK,0,VT-B047,CCU-AMD,OCT-2025,LEGACY_v1
6E5448,GOI,HYD,21/10/2025 00:45,N/A,DIV,,VT-B057,GOI-HYD,OCT-2025,LEGACY_v1
6E5058,HYD,MAA,21/10/2025 06:45,21/10/2025 06:45,OK,0,VT-B042,HYD-MAA,OCT-2025,LEGACY_v1
6E4228,CCU,BLR,21/10/2025 23:00,21/10/2025 23:00,OK,0,VT-E054,CCU-BLR,OCT-2025,LEGACY_v1
6E6596,HYD,PAT,21/10/2025 20:30,N/A,CXL,,VT-A060,HYD-PAT,OCT-2025,LEGACY_v1
6E4875,COK,PAT,21/10/2025 21:00,21/10/2025 21:00,OK,0,VT-E054,COK-PAT,OCT-2025,LEGACY_v1
6E5708,ATQ,MAA,21/10/2025 03:15,21/10/2025 03:15,OK,0,VT-E010,ATQ-MAA,OCT-2025,LEGACY_v1
6E1008,VNS,GOI,21/10/2025 10:45,21/10/2025 10:45,OK,0,VT-B027,VNS-GOI,OCT-2025,LEGACY_v1
6E7711,BLR,BHO,21/10/2025 13:30,21/10/2025 13:30,OK,0,VT-C013,BLR-BHO,OCT-2025,LEGACY_v1
6E9983,BOM,IXC,21/10/2025 20:15,21/10/2025 20:15,OK,0,VT-A053,BOM-IXC,OCT-2025,LEGACY_v1
6E2615,IXC,LKO,21/10/2025 13:30,21/10/2025 14:11,DLY,41,VT-A005,IXC-LKO,OCT-2025,LEGACY_v1
6E6470,COK,GOI,21/10/2025 07:30,21/10/2025 07:30,OK,0,VT-E027,COK-GOI,OCT-2025,LEGACY_v1
6E1722,BHO,ATQ,21/10/2025 13:15,21/10/2025 13:15,OK,0,VT-D013,BHO-ATQ,OCT-2025,LEGACY_v1
6E2537,GOI,BHO,21/10/2025 18:30,21/10/2025 18:30,OK,0,VT-D009,GOI-BHO,OCT-2025,LEGACY_v1
6E7346,IXC,PAT,21/10/2025 19:45,N/A,DIV,,VT-B011,IXC-PAT,OCT-2025,LEGACY_v1
6E3895,PNQ,IXB,21/10/2025 13:15,21/10/2025 13:15,OK,0,VT-B009,PNQ-IXB,OCT-2025,LEGACY_v1
6E6567,GOI,BHO,21/10/2025 21:15,21/10/2025 22:05,DLY,50,VT-B024,GOI-BHO,OCT-2025,LEGACY_v1
6E7102,CCU,IXC,21/10/2025 09:15,21/10/2025 11:28,DLY,133,VT-A037,CCU-IXC,OCT-2025,LEGACY_v1
6E4803,LKO,ATQ,21/10/2025 10:30,21/10/2025 10:30,OK,0,VT-C012,LKO-ATQ,OCT-2025,LEGACY_v1
6E6924,PNQ,MAA,21/10/2025 19:00,21/10/2025 20:00,DLY,60,VT-E027,PNQ-MAA,OCT-2025,LEGACY_v1
6E8195,SXR,CCU,21/10/2025 19:30,21/10/2025 19:30,OK,0,VT-E019,SXR-CCU,OCT-2025,LEGACY_v1
6E835,DEL,LKO,21/10/2025 01:00,21/10/2025 01:00,OK,0,VT-C060,DEL-LKO,OCT-2025,LEGACY_v1
6E284,GAU,GOI,21/10/2025 18:15,N/A,CXL,,VT-C057,GAU-GOI,OCT-2025,LEGACY_v1
6E8065,BHO,IXB,21/10/2025 06:30,21/10/2025 06:30,OK,0,VT-C003,BHO-IXB,OCT-2025,LEGACY_v1
6E5404,BOM,HYD,21/10/2025 02:45,21/10/2025 02:45,OK,0,VT-E003,BOM-HYD,OCT-2025,LEGACY_v1
6E2977,IXC,VNS,21/10/2025 02:30,21/10/2025 02:30,OK,0,VT-D051,IXC-VNS,OCT-2025,LEGACY_v1
6E2054,HYD,ATQ,21/10/2025 15:00,21/10/2025 15:00,OK,0,VT-A016,HYD-ATQ,OCT-2025,LEGACY_v1
